group,label,lambda_real,lambda_imag,zeta,freq_hz,lon_frac,lat_frac,oth_frac
134,roll,-0.7622376833667778,1.130969622456846,0.558884976947822,0.17999940590078167,0.015664828303849614,0.9132197919267465,0.07111537976855804
134,short-period,-0.6670835945762248,1.6029320221857026,0.38422040510304056,0.2551145547711422,0.8648678526345771,0.010419960541728154,0.12471218682307533
134,dutch-roll,-0.7622376833667778,1.130969622456846,0.558884976947822,0.17999940590078167,0.015664828303849614,0.9132197919267465,0.07111537976855804
134,phugoid,-0.028214783420872244,0.18940855227792072,0.14733684139600262,0.030145307358910755,0.08957122624092136,1.6819155303936624e-05,0.910411954603267
134,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
135,roll,-0.734440823634791,1.1540793409758985,0.5368893832004503,0.1836774318365512,0.03506806300872737,0.8875534655154321,0.0773784714750198
135,short-period,-0.6585050760062346,1.577327371886614,0.38525603420784893,0.2510394481099029,0.8544972081040328,0.017718281652593856,0.12778451024275955
135,dutch-roll,-0.734440823634791,1.1540793409758985,0.5368893832004503,0.1836774318365512,0.03506806300872737,0.8875534655154321,0.0773784714750198
135,phugoid,-0.027858942213416615,0.1892727489606406,0.14562043852825157,0.03012369358967735,0.08939475284865202,3.365223750828466e-05,0.9105715949133323
135,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
136,roll,-0.6758514232849578,1.1975493821325882,0.49149260724687255,0.1905959037630465,0.06189429409245541,0.8528459702537261,0.08525973565303126
136,short-period,-0.6487990912591556,1.5480993311145914,0.3865220536345733,0.24638766094414405,0.8411674152910111,0.027314376460113834,0.1315182082482691
136,dutch-roll,-0.6758514232849578,1.1975493821325882,0.49149260724687255,0.1905959037630465,0.06189429409245541,0.8528459702537261,0.08525973565303126
136,phugoid,-0.027498370028108933,0.18912068254622658,0.1438881276128402,0.030099491468145095,0.08921872667491688,4.825715653203879e-05,0.9107330161680438
136,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
137,roll,-0.5608860998990011,1.2384158066958144,0.41256495185950504,0.197099997238776,0.08900326175907769,0.8166461900341712,0.09435054820599642
137,short-period,-0.6390754923253643,1.5162269316471706,0.3883998302470996,0.24131501102070452,0.8289317854750134,0.03477157347465509,0.1362966410497325
137,dutch-roll,-0.5608860998990011,1.2384158066958144,0.41256495185950504,0.197099997238776,0.08900326175907769,0.8166461900341712,0.09435054820599642
137,phugoid,-0.027151656556219036,0.18901630774401876,0.142187668275562,0.03008287970243948,0.08905813285894708,6.474406625546264e-05,0.9108771230742905
137,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
138,roll,-0.4094233231234116,1.221834351802149,0.317725645405694,0.19446097672879387,0.07876145724943501,0.8180504950567116,0.10318804769309314
138,short-period,-0.6276685090566886,1.4838723787822738,0.3895748949096636,0.23616562400072816,0.8311435677672743,0.02629211737534439,0.14256431485677873
138,dutch-roll,-0.4094233231234116,1.221834351802149,0.317725645405694,0.19446097672879387,0.07876145724943501,0.8180504950567116,0.10318804769309314
138,phugoid,-0.02674602066512873,0.1888428201400354,0.14023162689821334,0.03005526829270036,0.0888712334286292,8.302260623953476e-05,0.9110457439646246
138,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
139,roll,-0.27902563021118537,1.1525358226243192,0.23529974589754474,0.1834317732611443,0.05746597594446698,0.8272881334844394,0.11524589057031963
139,short-period,-0.6138502297685235,1.4484187084916564,0.3902101943245002,0.23052299712322613,0.833482383605898,0.017094305288529968,0.14942331110496584
139,dutch-roll,-0.27902563021118537,1.1525358226243192,0.23529974589754474,0.1834317732611443,0.05746597594446698,0.8272881334844394,0.11524589057031963
139,phugoid,-0.026342720109046844,0.18868769232350288,0.1382691670794343,0.03003057893388816,0.0886954096764305,9.946047573475174e-05,0.9112051298473283
139,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
140,roll,-0.7846019208166436,1.1287618254562077,0.5707587011919165,0.17964802409478664,0.0038717539211814067,0.9299757451117078,0.06615250096624944
140,short-period,-0.6825468970175035,1.655884467093052,0.3810897388160679,0.2635421981269481,0.8756887839086873,0.00582382848456902,0.11848738760612085
140,dutch-roll,-0.7846019208166436,1.1287618254562077,0.5707587011919165,0.17964802409478664,0.0038717539211814067,0.9299757451117078,0.06615250096624944
140,phugoid,-0.029089659426952193,0.18970810488844256,0.1515675039756241,0.03019298263759139,0.08987961222667407,8.312517905757498e-06,0.9101120752549126
140,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
141,roll,-0.7788231696396846,1.1398283908605202,0.5641610919403637,0.18140932268193274,0.015640386354901933,0.9158010056287286,0.06855860801552179
141,short-period,-0.6822874814902022,1.6540188941854108,0.38133316191751493,0.26324528297699873,0.8705470883982119,0.011038167273908031,0.11841474432726067
141,dutch-roll,-0.7788231696396846,1.1398283908605202,0.5641610919403637,0.18140932268193274,0.015640386354901933,0.9158010056287286,0.06855860801552179
141,phugoid,-0.02904286107616729,0.18968424036047346,0.15134785917847282,0.03018918448000055,0.0898344608522354,1.8692912936375226e-05,0.9101468462343207
141,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
142,roll,-0.7552087567745841,1.1712001416891926,0.5419220338670707,0.1864022918997632,0.03200121885063276,0.8952406530356732,0.07275812811286689
142,short-period,-0.6791324294439715,1.6400670465639164,0.38258457624664705,0.26102477746277297,0.8622551368580198,0.018108001967220993,0.11963686117414458
142,dutch-roll,-0.7552087567745841,1.1712001416891926,0.5419220338670707,0.1864022918997632,0.03200121885063276,0.8952406530356732,0.07275812811286689
142,phugoid,-0.02877180269188666,0.18956641771952326,0.1500583489904429,0.030170432424285184,0.08968068614350039,3.312771528919972e-05,0.9102861861407032
142,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
143,roll,-0.6996070912222868,1.223053729493958,0.49652369917315525,0.19465504671594125,0.05421098782343486,0.8675272862233854,0.0782617259523795
143,short-period,-0.6748150781120127,1.6224313567485502,0.3840343924936057,0.25821797025382204,0.8514925074495521,0.027083386149060987,0.1214241064007785
143,dutch-roll,-0.6996070912222868,1.223053729493958,0.49652369917315525,0.19465504671594125,0.05421098782343486,0.8675272862233854,0.0782617259523795
143,phugoid,-0.028498809746190106,0.1895001555852755,0.14871701327615588,0.030159886478079836,0.08954186149456989,4.66909730034087e-05,0.9104114475319197
143,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
144,roll,-0.7638353801810038,1.1312735120214432,0.5595864721794077,0.18004777142714137,0.013869787776521834,0.9156908560364736,0.07043935618615633
144,short-period,-0.6680262271242912,1.603614951057205,0.38454344410564606,0.255223246276822,0.8656926853090782,0.009718079924083948,0.12458923476621774
144,dutch-roll,-0.7638353801810038,1.1312735120214432,0.5595864721794077,0.18004777142714137,0.013869787776521834,0.9156908560364736,0.07043935618615633
144,phugoid,-0.028189599192682525,0.18938804524337305,0.14722377546543305,0.03014204356299434,0.08956636580097074,1.473540695205076e-05,0.9104188987915695
144,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
145,roll,-0.7391214938550489,1.1516617643257023,0.5401201464302872,0.18329266256236895,0.030822400173008642,0.8931212076599541,0.07605639216621135
145,short-period,-0.6603214655548791,1.5806367667544154,0.3854721609488445,0.2515661546617564,0.8565476722743178,0.016096364951140318,0.12735596277392675
145,dutch-roll,-0.7391214938550489,1.1516617643257023,0.5401201464302872,0.18329266256236895,0.030822400173008642,0.8931212076599541,0.07605639216621135
145,phugoid,-0.02787139920520449,0.1892630685638212,0.14569146361781785,0.030122152906672448,0.089407275965316,2.7775640222133182e-05,0.9105649483939543
145,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
146,roll,-0.6892986858131521,1.1906598581648957,0.5010195546475512,0.18949940196803816,0.05388179332010915,0.8629602612541106,0.08315794542498348
146,short-period,-0.6513561010980103,1.554425899542358,0.386474401530188,0.24739456558223222,0.8448740478215994,0.024475207327799727,0.13065074484999256
146,dutch-roll,-0.6892986858131521,1.1906598581648957,0.5010195546475512,0.18949940196803816,0.05388179332010915,0.8629602612541106,0.08315794542498348
146,phugoid,-0.0275686299316268,0.18913986663757484,0.14423380337891328,0.030102544711111897,0.08925134121734583,4.227680834810303e-05,0.9107063819737987
146,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
147,roll,-0.5915196608306774,1.2341351278149706,0.43221718642205553,0.19641870603510062,0.08081784053579694,0.8277564755934934,0.09142568386994519
147,short-period,-0.6422349744218829,1.5253016143146847,0.3880583938988308,0.24275929162422974,0.8323981336078543,0.03276543390130439,0.13483643249024024
147,dutch-roll,-0.5915196608306774,1.2341351278149706,0.43221718642205553,0.19641870603510062,0.08081784053579694,0.8277564755934934,0.09142568386994519
147,phugoid,-0.027222329331544712,0.18900708450344947,0.1425570709357356,0.030081411778111553,0.08909519106789186,5.867942967348336e-05,0.9108461295019276
147,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
148,roll,-0.45051554027457136,1.234245112830576,0.34288498276180157,0.19643621069400027,0.0800105312463495,0.8203323290443003,0.099657139708589
148,short-period,-0.6321971452252421,1.4957570463629997,0.389314486313263,0.2380571275932047,0.8315115548502814,0.02816683203489787,0.14032161311421862
148,dutch-roll,-0.45051554027457136,1.234245112830576,0.34288498276180157,0.19643621069400027,0.0800105312463495,0.8203323290443003,0.099657139708589
148,phugoid,-0.02686854768432129,0.18887282251316165,0.14083939609158314,0.03006004331868789,0.0889308946860625,7.399509588917103e-05,0.9109951102175415
148,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
149,roll,-0.3175512782624621,1.1799332226941117,0.2598795751893238,0.18779220491011803,0.06012566525646777,0.8300666870201298,0.10980764772262755
149,short-period,-0.6196832343738012,1.4638617496759727,0.38983052676571617,0.23298083346408177,0.834875046857658,0.018567719378078724,0.14655723376365687
149,dutch-roll,-0.3175512782624621,1.1799332226941117,0.2598795751893238,0.18779220491011803,0.06012566525646777,0.8300666870201298,0.10980764772262755
149,phugoid,-0.026495827707318287,0.18877257174529663,0.13899599377735622,0.030044087913433416,0.08878646375779242,8.755366719835511e-05,0.9111259825745025
149,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
150,roll,-0.7838115770739865,1.1291582985408073,0.5702357281033406,0.17971112474600356,0.003772257190782398,0.930163430790008,0.066064312018348
150,short-period,-0.6819234577440956,1.6517699061178697,0.38160271572463866,0.26288734540909486,0.8753562459025234,0.005729788007477527,0.1189139660893761
150,dutch-roll,-0.7838115770739865,1.1291582985408073,0.5702357281033406,0.17971112474600356,0.003772257190782398,0.930163430790008,0.066064312018348
150,phugoid,-0.028986072700027905,0.18965404322181215,0.15108218643757676,0.030184378456115372,0.08983805238212784,7.888336032121843e-06,0.9101540592813323
150,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
151,roll,-0.7781670606321628,1.1390179652351986,0.5641105047721796,0.18128033943765445,0.014090054974784137,0.9175536135283814,0.0683563314959851
151,short-period,-0.6816799044839859,1.650172066120193,0.3818018254440359,0.2626330412751947,0.8708667297962572,0.010286886152208762,0.118846384050914
151,dutch-roll,-0.7781670606321628,1.1390179652351986,0.5641105047721796,0.18128033943765445,0.014090054974784137,0.9175536135283814,0.0683563314959851
151,phugoid,-0.02895266767388445,0.18965817991522313,0.15090882260848398,0.030185036831319786,0.08981617661933351,1.5279384211959584e-05,0.9101685439959469
151,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
152,roll,-0.7576227315080777,1.1673135429917136,0.5444168555085279,0.18578372050524491,0.028793418222288366,0.8990922484838939,0.07211433329298676
152,short-period,-0.6788553801031552,1.6375421497506213,0.38295460557097294,0.2606229276541401,0.8634596943083622,0.016551964784501896,0.11998834090652001
152,dutch-roll,-0.7576227315080777,1.1673135429917136,0.5444168555085279,0.18578372050524491,0.028793418222288366,0.8990922484838939,0.07211433329298676
152,phugoid,-0.02869152556699524,0.18954567204691095,0.14966506769929577,0.03016713064794117,0.08967129804733684,2.817625191960674e-05,0.9103005257002362
152,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
153,roll,-0.7104305391372354,1.2141130510416493,0.5050363537962943,0.19323209354566112,0.0483301311911935,0.8744951978687903,0.07717467093920938
153,short-period,-0.674863557539311,1.6215913257850567,0.38422750053751165,0.2580842751736318,0.8538882116025412,0.02455049838400348,0.12156129001284498
153,dutch-roll,-0.7104305391372354,1.2141130510416493,0.5050363537962943,0.19323209354566112,0.0483301311911935,0.8744951978687903,0.07717467093920938
153,phugoid,-0.028432969846372044,0.18944537833271566,0.14842296878830447,0.030151168407565942,0.0895377669108176,4.158718189786895e-05,0.9104206459067774
153,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
154,roll,-0.7651417721090388,1.131314376290289,0.560229430895115,0.18005427517752404,0.012390671781358864,0.917786661000263,0.06982266721752782
154,short-period,-0.6688475639149155,1.6042687998037446,0.38481256046652734,0.2553273095368682,0.8663550161016714,0.009155589747786429,0.12448939414992156
154,dutch-roll,-0.7651417721090388,1.131314376290289,0.560229430895115,0.18005427517752404,0.012390671781358864,0.917786661000263,0.06982266721752782
154,phugoid,-0.028169143228546262,0.1893698170617957,0.14713310944278987,0.030139142457792728,0.08955464722129114,1.2965505477203292e-05,0.9104323872727239
154,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
155,roll,-0.7429237359864836,1.1497177896980204,0.5427304158195766,0.18298326939112813,0.027573084566462205,0.8974248633768083,0.07500205205589931
155,short-period,-0.6618159752521444,1.5832988187686114,0.3856618885979853,0.2519898333985835,0.8581731605541715,0.014816158766606566,0.12701068067860585
155,dutch-roll,-0.7429237359864836,1.1497177896980204,0.5427304158195766,0.18298326939112813,0.027573084566462205,0.8974248633768083,0.07500205205589931
155,phugoid,-0.027881309332465878,0.18925242714203142,0.14575018724801156,0.03012045927179308,0.08941140599524944,2.688142950195615e-05,0.9105617125747411
155,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
156,roll,-0.6995428838662358,1.1851135407567497,0.5083245151229022,0.1886166781365751,0.04760351816594052,0.8708772169299696,0.08151926490328582
156,short-period,-0.6535781149479208,1.5594161626965388,0.3865402684080427,0.24818879063054944,0.8477814177960505,0.02222008356671661,0.12999849863662272
156,dutch-roll,-0.6995428838662358,1.1851135407567497,0.5083245151229022,0.1886166781365751,0.04760351816594052,0.8708772169299696,0.08151926490328582
156,phugoid,-0.027601336281644573,0.18916578734923037,0.1443819765140642,0.030106670120500334,0.0892841196782765,3.965052116114874e-05,0.910676229800055
156,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
157,roll,-0.6155285223994138,1.228288356962393,0.4480195023737184,0.19548816355278728,0.07264271200580925,0.8384034472012478,0.08895384079216893
157,short-period,-0.6449094026888326,1.5329272937198133,0.38778441101393984,0.24397295619599002,0.8358976714725275,0.030422101905449927,0.13368022662141937
157,dutch-roll,-0.6155285223994138,1.228288356962393,0.4480195023737184,0.19548816355278728,0.07264271200580925,0.8384034472012478,0.08895384079216893
157,phugoid,-0.027299325472018427,0.1890462600432311,0.14292303526217212,0.030087646758916096,0.08914079530417497,5.266123408025497e-05,0.9108065434612376
157,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
158,roll,-0.48640152737874814,1.2412289960908576,0.36485675851274996,0.19754773023685082,0.07959533374517709,0.8236273205284176,0.09677734572564207
158,short-period,-0.6358524038764956,1.5055142368773533,0.3890711385905396,0.2396100326942534,0.8321620979970699,0.02935634518493859,0.13848155681738944
158,dutch-roll,-0.48640152737874814,1.2412289960908576,0.36485675851274996,0.19754773023685082,0.07959533374517709,0.8236273205284176,0.09677734572564207
158,phugoid,-0.026986493283331605,0.1889306434828246,0.14140287729174608,0.030069245811824116,0.08899517090466735,6.580680100693999e-05,0.9109390222938187
158,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
159,roll,-0.3539391669844156,1.2007281523317832,0.2827425770233246,0.1911018207532016,0.0624430175783667,0.832010869982744,0.10554611243811397
159,short-period,-0.6244844529214028,1.4765238954373359,0.389534844325988,0.23499607655215282,0.8357505607517136,0.02010752765173684,0.14414191159594314
159,dutch-roll,-0.3539391669844156,1.2007281523317832,0.2827425770233246,0.1911018207532016,0.0624430175783667,0.832010869982744,0.10554611243811397
159,phugoid,-0.02664663582252592,0.18881469856130073,0.13974113828109322,0.03005079260443719,0.08886024901462747,7.797684968550307e-05,0.9110617741351803
159,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
160,roll,-0.783082378380462,1.129221669460948,0.5698559695456132,0.17972121054119225,0.0037074182505175413,0.930222946896483,0.06606963485213772
160,short-period,-0.6814021377438652,1.6484165551674785,0.38201609193834457,0.2623536430294182,0.8750515588405816,0.0056563726228032385,0.11929206853599185
160,dutch-roll,-0.783082378380462,1.129221669460948,0.5698559695456132,0.17972121054119225,0.0037074182505175413,0.930222946896483,0.06606963485213772
160,phugoid,-0.02889260178084576,0.1896336557057128,0.1506218865510535,0.030181133682150797,0.08981205732398725,7.979585252301551e-06,0.9101799630902528
160,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
161,roll,-0.7780962039334,1.138261642817796,0.5643309494079248,0.18115996698635364,0.012707334564718264,0.919358660711765,0.06793400472266557
161,short-period,-0.6811614820019051,1.6468762628685707,0.38220588073929324,0.26210849789624063,0.8710549695836838,0.009698083277892405,0.11924694713780322
161,dutch-roll,-0.7780962039334,1.138261642817796,0.5643309494079248,0.18115996698635364,0.012707334564718264,0.919358660711765,0.06793400472266557
161,phugoid,-0.02887021907054225,0.18960451978218132,0.15053045004853194,0.030176496555899213,0.08978206535395959,1.4013891905586927e-05,0.9102039207536272
161,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
162,roll,-0.7593830407154365,1.1635857650365224,0.546531714844681,0.18519042621692725,0.025902039667806288,0.9025990584672751,0.0714989018640842
162,short-period,-0.6786362429020434,1.635243137709075,0.38330832560190037,0.2602570285235002,0.8644218129524845,0.015279952127577648,0.12029823491932082
162,dutch-roll,-0.7593830407154365,1.1635857650365224,0.546531714844681,0.18519042621692725,0.025902039667806288,0.9025990584672751,0.0714989018640842
162,phugoid,-0.028649792933479898,0.18954420354089144,0.14945337348942195,0.030166896927949206,0.08966188201257025,2.571875636595747e-05,0.9103123992305564
162,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
163,roll,-0.7184541398682245,1.206365760809718,0.511683302002582,0.1919990740096817,0.04340664240122703,0.8804442702997002,0.07614908729826035
163,short-period,-0.674952291017257,1.6207896734352116,0.38443254006374,0.25795668823951273,0.855850949775705,0.022436362177721388,0.12171268804596166
163,dutch-roll,-0.7184541398682245,1.206365760809718,0.511683302002582,0.1919990740096817,0.04340664240122703,0.8804442702997002,0.07614908729826035
163,phugoid,-0.028423175812608788,0.18946567303229384,0.14835742543277677,0.030154398409322377,0.08954253765921942,3.824482728758104e-05,0.9104192175129857
163,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
164,roll,-0.7659800688710534,1.1313609628206553,0.5606345335362826,0.18006168965411332,0.011144500812580931,0.9193960303762705,0.06945946881029672
164,short-period,-0.669490131919479,1.604826083027118,0.3850135320839595,0.25541600391657027,0.8668861142066324,0.008704062711846027,0.12440982308090048
164,dutch-roll,-0.7659800688710534,1.1313609628206553,0.5606345335362826,0.18006168965411332,0.011144500812580931,0.9193960303762705,0.06945946881029672
164,phugoid,-0.028166184476941525,0.1893388394219603,0.1471415386086826,0.030134212213287603,0.08954735591614618,1.2260316423055468e-05,0.9104403837669229
164,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
165,roll,-0.7459255804113082,1.1481124204853677,0.5448099184058601,0.1827277669454469,0.024733886765939544,0.9011516141394854,0.07411449909374138
165,short-period,-0.6630435263752308,1.585578231300992,0.3857979779626465,0.2523526131704575,0.8595080159622324,0.013774418182839622,0.1267175658543108
165,dutch-roll,-0.7459255804113082,1.1481124204853677,0.5448099184058601,0.1827277669454469,0.024733886765939544,0.9011516141394854,0.07411449909374138
165,phugoid,-0.027891943391912664,0.18926684443694913,0.1457937249826925,0.030122753855545248,0.08942735666778404,2.3747428086876543e-05,0.9105488959036214
165,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
166,roll,-0.7076599452351751,1.180270267375877,0.5142273926372036,0.1878458472372638,0.04253035765508687,0.8774080176199627,0.08006162472414005
166,short-period,-0.6554587721819055,1.5636324615005812,0.3865972260490176,0.24885983542676524,0.8501440814750914,0.02038746699010044,0.12946845153419648
166,dutch-roll,-0.7076599452351751,1.180270267375877,0.5142273926372036,0.1878458472372638,0.04253035765508687,0.8774080176199627,0.08006162472414005
166,phugoid,-0.02763359273867439,0.1891936148897943,0.1445263692559373,0.030111099011135175,0.0893041682218738,3.49049900588603e-05,0.9106609267875598
166,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
167,roll,-0.6347523290696977,1.2224551773431442,0.46082441240120836,0.19455978418244094,0.06537764114264427,0.8476691134817995,0.08695324537477375
167,short-period,-0.6472373316853498,1.5393378059497598,0.38759665643076,0.24499322090513706,0.8390854757177059,0.028179506417998802,0.13273501786369002
167,dutch-roll,-0.6347523290696977,1.2224551773431442,0.46082441240120836,0.19455978418244094,0.06537764114264427,0.8476691134817995,0.08695324537477375
167,phugoid,-0.027348901392321635,0.18906582788432671,0.14316275455864516,0.030090761077552097,0.0891748200217415,4.804053424576285e-05,0.9107771394435055
167,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
168,roll,-0.5175386406810558,1.2440362119856079,0.3841032327815651,0.19799451252282646,0.07752861855746732,0.8281185699178647,0.0943528115239015
168,short-period,-0.6388056439640287,1.5138160835515793,0.38878548572928323,0.24093131262924747,0.8332113809826975,0.029797576814429655,0.13699104220227035
168,dutch-roll,-0.5175386406810558,1.2440362119856079,0.3841032327815651,0.19799451252282646,0.07752861855746732,0.8281185699178647,0.0943528115239015
168,phugoid,-0.027066221088230504,0.18895990461252063,0.14179072440378193,0.030073902865255693,0.08903929208706987,6.0798910278891526e-05,0.9108999090021442
168,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
169,roll,-0.38737352765378613,1.2166494653265447,0.30338698819989884,0.1936357764168311,0.06430547340458562,0.8335497585471795,0.10214476804745919
169,short-period,-0.628534853318502,1.4872393055999686,0.3892818114902064,0.23670148704679295,0.8362278142362551,0.021630529073736592,0.1421416566894022
169,dutch-roll,-0.38737352765378613,1.2166494653265447,0.30338698819989884,0.1936357764168311,0.06430547340458562,0.8335497585471795,0.10214476804745919
169,phugoid,-0.026762054906510437,0.18883527257168456,0.14031953890364077,0.030054067059889,0.08890464366415556,7.328256689686836e-05,0.9110220737684407
169,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
170,roll,-0.7826182648744509,1.1297344448525892,0.5694531459793557,0.1798028212794678,0.0036850555696613576,0.9303167339861321,0.06599821044334449
170,short-period,-0.6809507185287917,1.6454134618738214,0.38239493243170797,0.26187568588716653,0.8748048401030961,0.0055939260393800035,0.11960123385690057
170,dutch-roll,-0.7826182648744509,1.1297344448525892,0.5694531459793557,0.1798028212794678,0.0036850555696613576,0.9303167339861321,0.06599821044334449
170,phugoid,-0.028838923379294445,0.18958486033653724,0.15038620514617282,0.03017336765794651,0.08977873796655511,7.95629620822013e-06,0.910213305736729
170,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
171,roll,-0.7781316836673035,1.1377835656676605,0.5645100603841495,0.18108387864473027,0.011602530747766257,0.9205903151038808,0.06780715414750059
171,short-period,-0.6807667005315439,1.6442109100068072,0.38254540795022574,0.26168429381320685,0.8712558160070852,0.009208057561396898,0.11953612643089703
171,dutch-roll,-0.7781316836673035,1.1377835656676605,0.5645100603841495,0.18108387864473027,0.011602530747766257,0.9205903151038808,0.06780715414750059
171,phugoid,-0.028810468538839847,0.18958043655849546,0.15024459947839913,0.03017266359180402,0.08976788846484213,1.279148375924035e-05,0.910219320050891
171,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
172,roll,-0.7613816987767505,1.1612595927025027,0.5483066003423526,0.1848202043914844,0.023764784713665763,0.9051717982488414,0.07106341703665596
172,short-period,-0.6784255971479761,1.6332554696628325,0.383604593254338,0.2599406813287149,0.8652086875566335,0.01427028201985447,0.12052103042289439
172,dutch-roll,-0.7613816987767505,1.1612595927025027,0.5483066003423526,0.1848202043914844,0.023764784713665763,0.9051717982488414,0.07106341703665596
172,phugoid,-0.028590528534705877,0.1895090637583704,0.1491781426344905,0.030161304257861808,0.08965649034301913,2.4474218884930505e-05,0.9103190354375884
172,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
173,roll,-0.7248772230529232,1.200194473242582,0.5169900945995003,0.19101688308813045,0.039428467906248,0.8851413588546606,0.0754301732382745
173,short-period,-0.6749861996016161,1.6199262304231112,0.38462360799990264,0.2578192670160588,0.8574447663173964,0.02070415384379751,0.12185107983819278
173,dutch-roll,-0.7248772230529232,1.200194473242582,0.5169900945995003,0.19101688308813045,0.039428467906248,0.8851413588546606,0.0754301732382745
173,phugoid,-0.028387155970871474,0.18944388423981445,0.1481902147475589,0.03015093061529528,0.08954150320037606,3.4375404971472306e-05,0.9104241213941451
173,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
174,roll,-0.7669040816733386,1.131615911229429,0.5610113787778088,0.18010226595360307,0.010159565834609724,0.9207567640243177,0.0690836701402196
174,short-period,-0.6700346859247489,1.60510714374592,0.3852227744910283,0.25546073611927655,0.8673049624610693,0.008353901040303376,0.12434113649800593
174,dutch-roll,-0.7669040816733386,1.131615911229429,0.5610113787778088,0.18010226595360307,0.010159565834609724,0.9207567640243177,0.0690836701402196
174,phugoid,-0.028152044111245344,0.18934434195415364,0.1470650852558365,0.030135087968485696,0.08954985744537731,1.1854176854220073e-05,0.9104382883772606
174,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
175,roll,-0.7486613290461354,1.1470018899241805,0.5465835851556488,0.18255102051717936,0.02256639148581173,0.9040700979354407,0.07336351057791092
175,short-period,-0.6640383694892489,1.5874539687469442,0.3859020804780574,0.2526511460569233,0.8606194113372407,0.01292073829501199,0.12645985036712956
175,dutch-roll,-0.7486613290461354,1.1470018899241805,0.5465835851556488,0.18255102051717936,0.02256639148581173,0.9040700979354407,0.07336351057791092
175,phugoid,-0.027917991390591534,0.18926290031125761,0.14592995845283088,0.030122126128445267,0.08943624837166628,2.064427433818331e-05,0.9105431073534878
175,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
176,roll,-0.7142252217172217,1.1761928413418758,0.5190355529822347,0.18719690472886094,0.03839003028699105,0.8827442337423592,0.07886573596983427
176,short-period,-0.656992709214754,1.5671793145559363,0.3866208166064341,0.24942433462294558,0.8521460002412817,0.01887671202059408,0.12897728773751116
176,dutch-roll,-0.7142252217172217,1.1761928413418758,0.5190355529822347,0.18719690472886094,0.03839003028699105,0.8827442337423592,0.07886573596983427
176,phugoid,-0.027662720090186443,0.18916776744926833,0.14469487544057275,0.030106985263209193,0.08931294014233812,3.3196651736254054e-05,0.9106538632054182
176,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
177,roll,-0.6504569845073599,1.2168949456809313,0.4714041124566441,0.19367484582866368,0.059189461856264614,0.8556259272574678,0.08518461088547787
177,short-period,-0.6493038917918306,1.5446758258354594,0.38750643902104653,0.24584279315626897,0.8418406095643919,0.026156484675821,0.13200290575918014
177,dutch-roll,-0.6504569845073599,1.2168949456809313,0.4714041124566441,0.19367484582866368,0.059189461856264614,0.8556259272574678,0.08518461088547787
